Date,MKT,SMB,HML,MOM
2019-03-31,0.010968010677434357,0.001688816551403835,-0.053076363634660395,-0.0008749335493510799
2019-04-30,0.0343027915736352,-0.01760290843809823,0.0062565525492451965,-0.02128492260918275
2019-05-31,-0.07142399636892026,-0.020657841326661923,0.006865419733024999,0.09843510359897076
2019-06-30,0.07446169596792174,-0.0012775361048030787,-0.0334640921473492,0.002440088207465191
2019-07-31,0.005390616893633168,-0.024949363183941385,-0.03187064205255536,0.029678846058397112
2019-08-31,-0.026728313254447106,-0.026081672118884156,-0.010004493607495925,0.08985995765070981
2019-09-30,0.022611126365763665,-0.002796662753573695,0.02038609255653682,-0.05091533747210568
2019-10-31,0.015451458679351156,-0.006656669643071997,-0.006702502388875233,-0.016627256724910527
2019-11-30,0.04324509854828291,0.01387545223931886,-0.000612227078400196,-0.057041222522790466
2019-12-31,0.02481292331084878,-0.010604245795253226,-0.0034154076916648214,0.0010278095225932267
2020-01-31,-0.003300401053577047,0.005689287762218403,-0.03753464702753016,0.009356120405479427
2020-02-29,-0.08327591170343855,0.0010002753440544326,-0.03239171573595051,-0.0008959175622033771
2020-03-31,-0.18696903212724453,-0.05104468075022037,-0.06473140351647469,0.09529785319364512
2020-04-30,0.14422429626573324,0.0219590879144293,-0.009208998092837761,-0.07133248019053492
2020-05-31,0.0710195505552794,0.0326391689083733,-0.03131210174174633,-0.013322226964021869
2020-06-30,0.03439084848486415,0.039465919962581086,-0.00797162944574057,-0.08047288386000268
2020-07-31,0.04824593125623209,0.0021263517570563398,-0.025107713274858563,0.06198221986695187
2020-08-31,0.041733077302147537,-0.02020062557661767,-0.027180642041181917,-0.010276191089718771
2020-09-30,-0.022376225339591344,0.004503489533763748,-0.007303867965100484,0.015394140128269933
2020-10-31,-0.0006334129381913835,0.009120246444845288,0.003085325871660872,-0.007112573114812466
2020-11-30,0.1669582658260952,0.04858392114597185,0.004284796997480883,-0.1306874413010991
2020-12-31,0.05698052019600206,0.029210314531909247,-0.031545964883853604,0.006543649544333133
2021-01-31,0.029283202401393968,0.0847551466403719,0.010211840517292398,0.0296495097655312
2021-02-28,0.07707783523374441,0.03312710221595037,0.036527954369987944,-0.07809506180698159
2021-03-31,0.035091041655868446,-0.05080374545654037,0.020971124984605273,-0.053887357559371935
2021-04-30,0.04153765842287441,-0.009616932127706604,0.013274251010056345,-0.054500972485436616
2021-05-31,0.009988544300642964,-0.01764730845048422,0.023273095312837166,-0.0007915976952877438
2021-06-30,0.017616910864804367,0.023375669175345153,-0.027784285955011485,-0.007402343390965842
2021-07-31,-0.0066019689148398,-0.05130991230976709,-0.05070591184777674,-0.020351727065823368
2021-08-31,0.02359467512500445,-0.005172964161840727,-0.011403042071833423,0.03324229342548749
2021-09-30,-0.03711054522056907,-0.0004462918464403151,0.010413277779102701,0.008798858202409169
2021-10-31,0.04579386212929884,-0.03140244303837392,-0.039951435288211844,0.041655634140365466
2021-11-30,-0.035898785262347785,-0.03699494923580926,-0.02970085524433428,0.024910446407329825
2021-12-31,0.03387888820555796,-0.06533871348295006,-0.013249294440991152,-0.04229796006808629
2022-01-31,-0.06935809489703068,-0.056105627928966756,0.08270403999834386,-0.002261278849924969
2022-02-28,-0.009870918255242311,0.008579333433090863,-0.01271943866950143,0.027288167290073308
2022-03-31,0.020575694694491758,-0.029821512301155723,-0.02012778181799873,0.034946293705040196
2022-04-30,-0.08285760161970294,-0.03610452070786688,0.033972278103231335,0.0828739822385038
2022-05-31,-0.0019238767607910985,-0.03345714132562703,-0.0042673558190579886,0.05109300296117327
2022-06-30,-0.08048002618370854,0.017593754645492662,-0.0013621088988032548,-0.03829928127758415
2022-07-31,0.08472305708575117,-0.014551904697408982,-0.05538322795886545,-0.008056712947268299
2022-08-31,-0.027824517493474137,-0.0024409222898074817,0.017291277508370662,0.008791380858227123
2022-09-30,-0.10265811979049823,-0.027182926437209973,0.008251982482052084,0.05376055376721242
2022-10-31,0.07833971759207796,-0.04491810207062446,0.03577208332962625,0.08933850102104357
2022-11-30,0.0590719717112517,-0.02421384748658776,-0.03512335892860331,0.0008891143232733628
2022-12-31,-0.04402447100974263,0.010380387672148161,0.01250272595637704,-0.020056789424041786
2023-01-31,0.11119244900492078,0.07624361485653174,-0.008888685942393643,-0.2413145428281429
2023-02-28,-0.033646094674455555,-0.016201171138261163,-0.020893168244540072,0.021369947281883055
2023-03-31,-0.021764330006505458,-0.055215794050160576,-0.08161114418422948,0.030204610227666802
2023-04-30,-0.006061691580551183,-0.02649313912838383,0.019789866362471004,0.0033372695037061466
2023-05-31,-0.017848618395308116,0.009844429352184941,-0.06033990798646868,-0.011339981494544165
2023-06-30,0.07584382253971392,-0.00040536728857937243,0.008928384514394802,-0.0397796234150625
2023-07-31,0.043328201650643036,0.019252411403315545,0.03621206718472683,-0.04873598259443217
2023-08-31,-0.03931081394881753,-0.0286199408060074,-0.0006674956729621276,0.04535782218650374
2023-09-30,-0.05529854206766545,-0.029813047206901797,0.017079446797982026,0.013311314094225493
2023-10-31,-0.054881243189486596,-0.056157374967357274,0.02234927063788497,0.02903465890177169
2023-11-30,0.09185079332664771,-0.013715237391627125,-0.0014572060158464795,0.042421927378738386
2023-12-31,0.08850223612623492,0.05746076332902444,0.0050292057619848035,-0.06993768210261231
2024-01-31,-0.01346130089228886,-0.03219948037753206,0.012547216596014064,0.05943548315428128
2024-02-29,0.04320634886698275,0.0036232467342116326,-0.03273195784243012,0.0583039297829009
2024-03-31,0.037417151854736944,-0.022811332789475718,0.024912931412079477,0.035686439008934964
2024-04-30,-0.0538062184088641,-0.029047386054221594,-0.0010976924956249412,0.011333956324006474
2024-05-31,0.03382292623240989,-0.0034600814473994476,0.006032130958375091,-0.015717692047772867
2024-06-30,-0.006447038401741959,-0.030853385144947357,-0.033291510462493255,0.029326407619045904
2024-07-31,0.059653316469700984,0.04706059655865842,0.047538960590731046,-0.02834189050450151
2024-08-31,0.009595599159777451,-0.04465843637178588,0.019884760920319457,0.09109124980282701
2024-09-30,0.03653845694486459,0.03019237550100111,-0.006957833864014995,-0.05019419990722754
2024-10-31,-0.018152978310990643,-0.022369740534901483,0.005542792342310827,0.04635469561703369
2024-11-30,0.06848532390948729,0.004461777253508575,0.0028293572582213378,0.0030830684498798083
2024-12-31,-0.05198453494933611,0.019375172862594374,-0.03029205386633709,-0.04775172104978946
