Date,Basic Materials,Communication Services,Consumer Cyclical,Consumer Defensive,Energy,Financial Services,Healthcare,Industrials,Real Estate,Technology,Utilities
2019-02-28,0.031914893617021274,0.010638297872340425,0.10638297872340426,0.0425531914893617,0.02127659574468085,0.06382978723404255,0.14893617021276595,0.06382978723404255,0.10638297872340426,0.2553191489361702,0.14893617021276595
2019-03-31,0.02702702702702703,0.009009009009009009,0.10810810810810811,0.07207207207207207,0.018018018018018018,0.07207207207207207,0.13513513513513514,0.06306306306306306,0.09009009009009009,0.25225225225225223,0.15315315315315314
2019-04-30,0.0234375,0.0078125,0.1171875,0.0703125,0.0234375,0.078125,0.140625,0.0703125,0.078125,0.2578125,0.1328125
2019-05-31,0.020134228187919462,0.026845637583892617,0.10067114093959731,0.06711409395973154,0.020134228187919462,0.087248322147651,0.14093959731543623,0.09395973154362416,0.06711409395973154,0.26174496644295303,0.11409395973154363
2019-06-30,0.02395209580838323,0.02994011976047904,0.10179640718562874,0.0778443113772455,0.017964071856287425,0.09580838323353293,0.12574850299401197,0.10778443113772454,0.0718562874251497,0.2395209580838323,0.10778443113772454
2019-07-31,0.023121387283236993,0.028901734104046242,0.09826589595375722,0.07514450867052022,0.017341040462427744,0.09248554913294797,0.13872832369942195,0.11560693641618497,0.06936416184971098,0.23699421965317918,0.10404624277456646
2019-08-31,0.0223463687150838,0.02793296089385475,0.09497206703910614,0.0782122905027933,0.01675977653631285,0.09497206703910614,0.13966480446927373,0.111731843575419,0.0670391061452514,0.2346368715083799,0.111731843575419
2019-09-30,0.03684210526315789,0.02631578947368421,0.09473684210526316,0.08421052631578947,0.015789473684210527,0.08947368421052632,0.1368421052631579,0.10526315789473684,0.07894736842105263,0.22105263157894736,0.11052631578947368
2019-10-31,0.03381642512077295,0.02415458937198068,0.10628019323671499,0.09661835748792272,0.014492753623188408,0.08695652173913045,0.12560386473429952,0.10144927536231885,0.07729468599033817,0.22222222222222227,0.11111111111111113
2019-11-30,0.035211923614345594,0.0264089427107592,0.11891010712622263,0.08826269212855146,0.013227759664648345,0.0879832324173265,0.11904983698183512,0.12310200279459711,0.07042384722869119,0.21588262692128551,0.10153702841173731
2019-12-31,0.0374746495018076,0.029142050965523324,0.1167004673309232,0.083502336654616,0.012520941715898069,0.09152632043029715,0.11678864297680981,0.12891279428621816,0.06666078829027422,0.22065955383123181,0.09611145401640067
2020-01-31,0.03919451941042142,0.0274444675108989,0.1177081170853228,0.07855511729292089,0.011791571517542038,0.09400041519618019,0.1177081170853228,0.13307037575254307,0.06668050653933984,0.22333402532696697,0.09051276728254098
2020-02-29,0.038159915918829335,0.026720025871129437,0.11840084081170668,0.07644110275689223,0.011480313687444418,0.10283773951006549,0.11836041717196216,0.13335758751718005,0.0649203654297033,0.22119815668202766,0.08812353464305926
2020-03-31,0.03784868553080474,0.026490066225165566,0.11751956652618906,0.07585791691751957,0.011398755769616698,0.10587999197270721,0.12121212121212123,0.1324101946618503,0.06441902468392535,0.21954645795705402,0.08741721854304636
2020-04-30,0.03609154929577465,0.02526025719534599,0.11202541334966319,0.07225964482547459,0.010869565217391304,0.10456215554194734,0.1550826699326393,0.1262630128597673,0.0650260257195346,0.2093156766687079,0.08324402939375383
2020-05-31,0.03583916083916084,0.02865612648221344,0.1112420188507145,0.07167832167832168,0.010793554271815142,0.10383095165703861,0.15749467923380966,0.12538005472788083,0.06457129826695045,0.20785193067801763,0.08266190331407723
2020-06-30,0.03484719707327889,0.03133660988137911,0.11159971915302465,0.06969439414655779,0.010494808026310927,0.10092014337977163,0.16355640959314144,0.12885702671741622,0.06278408041092347,0.20553564169838515,0.0803739699198108
2020-07-31,0.034491587417702994,0.03445501097293343,0.1138624725676664,0.06898317483540599,0.010387710314557423,0.09989027066569128,0.16532553035844916,0.12754206291148498,0.0621433796634967,0.2033650329188003,0.07955376737381126
2020-08-31,0.03414192614047791,0.03410572049239681,0.11607530774800869,0.06828385228095582,0.010282404055032585,0.09887762490948587,0.17041998551774076,0.12624909485879796,0.06151339608979001,0.20130340333091962,0.07874728457639392
2020-09-30,0.036196725889210794,0.0328807288212503,0.1184683584069252,0.06911235994275541,0.009913085971587141,0.09857237599916227,0.16754511501274041,0.13812000418862788,0.05930398966805124,0.19396837585954135,0.07591888024014799
2020-10-31,0.03607960475958528,0.03604481246955674,0.11805024006680119,0.06888873425648877,0.00988101036810243,0.0982534270405678,0.16700299213694245,0.13767309164289193,0.059112100758471925,0.19334075568853942,0.07567323081205204
2020-11-30,0.039090047283783624,0.03572729164499011,0.11716826206083307,0.06846683198649695,0.009849824853466513,0.09773884669186926,0.16902290777928067,0.1367963791488919,0.05889157678123446,0.1918136336836264,0.075434398085527
2020-12-31,0.03861149908966789,0.038443064454082645,0.11573386471130231,0.06762864730572385,0.009729241323296722,0.0965423081397465,0.16692015127714133,0.1381399534806375,0.05817061429396269,0.1955697408604583,0.07451091506398018
